en_Tienda;edad;articulo;monto;region;;;;;;;;;;;
virtual;41;2;459.85;san jose;;;;;;;;;;;
virtual;70;8;261.18;san jose;;;;;;;;;;;
fisica;80;4;397.42;cartago;;;;;;;;;;;
fisica;81;2;418.05;cartago;;;;;;;;;;;
fisica;19;5;1774.2;limon;;;;;;;;;;;
virtual;29;2;1766.5;puntarenas;;;;;;;;;;;
fisica;63;2;530.88;san jose;;;;;;;;;;;
fisica;81;2;119.95;cartago;;;;;;;;;;;
virtual;66;1;503.03;limon;;;;;;;;;;;
fisica;23;3;1170.8;limon;;;;;;;;;;;
fisica;41;4;182.55;san jose;;;;;;;;;;;
virtual;49;3;680.66;limon;;;;;;;;;;;
virtual;26;4;368.57;san jose;;;;;;;;;;;
virtual;34;4;1444.9;san jose;;;;;;;;;;;
virtual;24;6;1883.7;puntarenas;;;;;;;;;;;
fisica;55;7;123.74;cartago;;;;;;;;;;;
fisica;35;7;1632.1;puntarenas;;;;;;;;;;;
virtual;23;5;289.39;puntarenas;;;;;;;;;;;
virtual;68;2;521.31;san jose;;;;;;;;;;;
virtual;20;5;1620.3;puntarenas;;;;;;;;;;;
fisica;71;2;468.74;cartago;;;;;;;;;;;
virtual;68;1;539.82;san jose;;;;;;;;;;;
fisica;29;5;1940.6;limon;;;;;;;;;;;
fisica;29;4;300.08;puntarenas;;;;;;;;;;;
fisica;33;4;350.15;cartago;;;;;;;;;;;
virtual;33;7;376.3;limon;;;;;;;;;;;
virtual;50;5;805.57;puntarenas;;;;;;;;;;;
virtual;57;4;247.35;limon;;;;;;;;;;;
fisica;26;4;785.37;puntarenas;;;;;;;;;;;
fisica;38;2;702.1;puntarenas;;;;;;;;;;;
fisica;48;6;132.92;cartago;;;;;;;;;;;
fisica;50;1;1984.3;limon;;;;;;;;;;;
virtual;47;3;772.59;puntarenas;;;;;;;;;;;
virtual;44;3;1194.2;puntarenas;;;;;;;;;;;
virtual;36;5;1994;puntarenas;;;;;;;;;;;
fisica;26;5;2540.9;puntarenas;;;;;;;;;;;
virtual;32;2;539.76;limon;;;;;;;;;;;
fisica;29;6;403.01;cartago;;;;;;;;;;;
virtual;33;6;902.08;limon;;;;;;;;;;;
virtual;26;8;202.08;limon;;;;;;;;;;;
virtual;34;4;1713.4;puntarenas;;;;;;;;;;;
virtual;22;4;465.5;puntarenas;;;;;;;;;;;
virtual;31;5;696.83;limon;;;;;;;;;;;
virtual;56;6;479.18;limon;;;;;;;;;;;
virtual;67;3;320.77;san jose;;;;;;;;;;;
fisica;55;7;61.22;cartago;;;;;;;;;;;
fisica;60;2;2532.4;limon;;;;;;;;;;;
virtual;29;6;473.1;limon;;;;;;;;;;;
fisica;65;5;248.17;san jose;;;;;;;;;;;
virtual;65;3;834.47;limon;;;;;;;;;;;
fisica;57;3;108.73;cartago;;;;;;;;;;;
virtual;26;5;110.04;limon;;;;;;;;;;;
fisica;76;1;22.72;cartago;;;;;;;;;;;
fisica;56;1;350.13;cartago;;;;;;;;;;;
virtual;62;2;714.28;san jose;;;;;;;;;;;
virtual;74;8;274.23;limon;;;;;;;;;;;
fisica;51;4;163.49;cartago;;;;;;;;;;;
fisica;48;8;300.05;cartago;;;;;;;;;;;
virtual;45;7;384.29;puntarenas;;;;;;;;;;;
virtual;33;6;1745.3;san jose;;;;;;;;;;;
fisica;28;5;289.51;cartago;;;;;;;;;;;
virtual;39;7;439.11;limon;;;;;;;;;;;
virtual;71;4;63.69;san jose;;;;;;;;;;;
fisica;47;7;577.18;puntarenas;;;;;;;;;;;
fisica;60;3;363.98;cartago;;;;;;;;;;;
fisica;42;3;328.11;cartago;;;;;;;;;;;
fisica;56;3;164.22;cartago;;;;;;;;;;;
fisica;27;2;1221.1;puntarenas;;;;;;;;;;;
virtual;39;7;357.82;limon;;;;;;;;;;;
fisica;67;5;336.37;cartago;;;;;;;;;;;
fisica;45;6;70.67;cartago;;;;;;;;;;;
virtual;21;7;841.38;puntarenas;;;;;;;;;;;
fisica;63;4;159.82;cartago;;;;;;;;;;;
fisica;61;5;242.96;cartago;;;;;;;;;;;
virtual;38;4;89.25;limon;;;;;;;;;;;
fisica;79;4;396.2;cartago;;;;;;;;;;;
virtual;53;6;805.51;limon;;;;;;;;;;;
fisica;24;4;1335.6;puntarenas;;;;;;;;;;;
virtual;51;8;1092.7;puntarenas;;;;;;;;;;;
virtual;57;4;804.37;san jose;;;;;;;;;;;
virtual;27;5;864.8;puntarenas;;;;;;;;;;;
fisica;23;3;1231.6;san jose;;;;;;;;;;;
fisica;31;2;63.78;cartago;;;;;;;;;;;
fisica;74;2;245.6;cartago;;;;;;;;;;;
virtual;43;1;449.29;puntarenas;;;;;;;;;;;
virtual;56;8;587.09;san jose;;;;;;;;;;;
virtual;29;5;1430.3;puntarenas;;;;;;;;;;;
fisica;29;4;1051.7;puntarenas;;;;;;;;;;;
fisica;57;1;2687.1;limon;;;;;;;;;;;
fisica;34;5;446.29;cartago;;;;;;;;;;;
virtual;37;3;126;san jose;;;;;;;;;;;
virtual;19;8;1263.6;san jose;;;;;;;;;;;
virtual;48;5;362.99;limon;;;;;;;;;;;
virtual;66;6;311.8;limon;;;;;;;;;;;
virtual;26;5;127.46;san jose;;;;;;;;;;;
fisica;46;1;230.13;cartago;;;;;;;;;;;
virtual;49;5;371.6;limon;;;;;;;;;;;
fisica;47;2;420.33;cartago;;;;;;;;;;;
fisica;32;5;575.8;limon;;;;;;;;;;;
fisica;42;2;1320.7;limon;;;;;;;;;;;
virtual;39;6;1200;san jose;;;;;;;;;;;
fisica;51;3;562.37;puntarenas;;;;;;;;;;;
fisica;34;6;2753.6;puntarenas;;;;;;;;;;;
fisica;49;4;2743.9;puntarenas;;;;;;;;;;;
virtual;39;2;1994.7;puntarenas;;;;;;;;;;;
fisica;73;3;222.45;cartago;;;;;;;;;;;
virtual;74;3;948.54;limon;;;;;;;;;;;
virtual;41;2;1710.3;puntarenas;;;;;;;;;;;
virtual;36;5;744.74;san jose;;;;;;;;;;;
fisica;78;4;43.8;cartago;;;;;;;;;;;
virtual;37;4;603.66;san jose;;;;;;;;;;;
virtual;46;5;364.65;san jose;;;;;;;;;;;
virtual;56;5;773.24;san jose;;;;;;;;;;;
fisica;47;6;2155.1;puntarenas;;;;;;;;;;;
fisica;81;6;92.43;cartago;;;;;;;;;;;
fisica;42;6;2141.6;puntarenas;;;;;;;;;;;
virtual;26;5;193.77;puntarenas;;;;;;;;;;;
fisica;33;2;74.92;cartago;;;;;;;;;;;
virtual;71;7;394.2;limon;;;;;;;;;;;
virtual;27;6;206.64;puntarenas;;;;;;;;;;;
virtual;50;3;1346.7;puntarenas;;;;;;;;;;;
virtual;59;3;371.04;limon;;;;;;;;;;;
fisica;62;6;179.56;cartago;;;;;;;;;;;
fisica;19;7;456.01;puntarenas;;;;;;;;;;;
virtual;28;5;1654.6;puntarenas;;;;;;;;;;;
virtual;62;6;821.86;limon;;;;;;;;;;;
fisica;84;2;203.81;cartago;;;;;;;;;;;
fisica;63;5;192.85;limon;;;;;;;;;;;
virtual;50;5;1395.4;san jose;;;;;;;;;;;
fisica;41;7;1098;limon;;;;;;;;;;;
virtual;50;2;1550.4;puntarenas;;;;;;;;;;;
fisica;31;1;2479.3;limon;;;;;;;;;;;
fisica;21;4;1380.3;puntarenas;;;;;;;;;;;
virtual;38;4;1150.5;puntarenas;;;;;;;;;;;
fisica;46;2;512.9;limon;;;;;;;;;;;
virtual;54;7;52.96;san jose;;;;;;;;;;;
fisica;36;6;1195.6;limon;;;;;;;;;;;
virtual;41;3;54.3;puntarenas;;;;;;;;;;;
virtual;44;1;473.24;puntarenas;;;;;;;;;;;
virtual;46;5;520.01;san jose;;;;;;;;;;;
fisica;51;6;432.12;cartago;;;;;;;;;;;
fisica;43;4;282.34;cartago;;;;;;;;;;;
virtual;36;5;1998.6;puntarenas;;;;;;;;;;;
virtual;48;3;761.43;limon;;;;;;;;;;;
fisica;36;6;198.01;cartago;;;;;;;;;;;
virtual;23;1;1479.8;san jose;;;;;;;;;;;
fisica;25;2;2168.1;puntarenas;;;;;;;;;;;
virtual;38;2;508.24;puntarenas;;;;;;;;;;;
fisica;49;8;114.01;cartago;;;;;;;;;;;
virtual;54;6;788.23;limon;;;;;;;;;;;
fisica;57;3;41.06;cartago;;;;;;;;;;;
fisica;81;8;32.98;cartago;;;;;;;;;;;
virtual;28;6;119.44;puntarenas;;;;;;;;;;;
fisica;84;3;167;cartago;;;;;;;;;;;
fisica;62;6;2479.2;puntarenas;;;;;;;;;;;
virtual;54;6;715.61;limon;;;;;;;;;;;
virtual;53;6;1136.4;puntarenas;;;;;;;;;;;
virtual;43;5;171.55;limon;;;;;;;;;;;
fisica;45;8;778.46;limon;;;;;;;;;;;
fisica;46;8;1039.4;puntarenas;;;;;;;;;;;
fisica;52;7;155.89;puntarenas;;;;;;;;;;;
fisica;52;4;598.16;puntarenas;;;;;;;;;;;
virtual;25;2;1018.3;puntarenas;;;;;;;;;;;
virtual;53;8;1847.1;puntarenas;;;;;;;;;;;
fisica;60;2;449.99;cartago;;;;;;;;;;;
virtual;31;5;1433.6;puntarenas;;;;;;;;;;;
fisica;53;8;2180.6;puntarenas;;;;;;;;;;;
virtual;35;5;1465.1;san jose;;;;;;;;;;;
fisica;41;8;1379.2;san jose;;;;;;;;;;;
fisica;63;7;742.48;limon;;;;;;;;;;;
virtual;44;8;673.51;puntarenas;;;;;;;;;;;
fisica;58;2;173.04;cartago;;;;;;;;;;;
virtual;45;8;1163.4;puntarenas;;;;;;;;;;;
fisica;50;2;1925.5;puntarenas;;;;;;;;;;;
fisica;22;4;1604;puntarenas;;;;;;;;;;;
fisica;29;8;2593.6;puntarenas;;;;;;;;;;;
fisica;34;6;296.66;cartago;;;;;;;;;;;
virtual;36;7;82.55;limon;;;;;;;;;;;
fisica;29;1;2430.4;limon;;;;;;;;;;;
virtual;25;1;844.89;san jose;;;;;;;;;;;
fisica;33;2;1968.1;puntarenas;;;;;;;;;;;
virtual;23;2;472.21;puntarenas;;;;;;;;;;;
fisica;76;7;436.97;cartago;;;;;;;;;;;
fisica;40;4;309.75;cartago;;;;;;;;;;;
virtual;48;5;1595.1;puntarenas;;;;;;;;;;;
fisica;59;4;166.46;puntarenas;;;;;;;;;;;
fisica;58;7;91.01;cartago;;;;;;;;;;;
fisica;20;2;400.31;san jose;;;;;;;;;;;
fisica;61;5;1546.2;limon;;;;;;;;;;;
fisica;74;3;391.4;cartago;;;;;;;;;;;
fisica;49;3;44.9;cartago;;;;;;;;;;;
fisica;54;1;125.92;cartago;;;;;;;;;;;
virtual;45;8;1938.6;puntarenas;;;;;;;;;;;
fisica;71;5;258.35;cartago;;;;;;;;;;;
virtual;32;2;1767.7;puntarenas;;;;;;;;;;;
virtual;23;7;364.73;san jose;;;;;;;;;;;
virtual;51;1;55.07;limon;;;;;;;;;;;
virtual;27;4;339.81;san jose;;;;;;;;;;;
virtual;69;4;51.27;limon;;;;;;;;;;;
fisica;59;5;12.77;cartago;;;;;;;;;;;
virtual;69;2;645.61;limon;;;;;;;;;;;
fisica;83;4;370.91;cartago;;;;;;;;;;;
fisica;37;7;1127.7;san jose;;;;;;;;;;;
fisica;61;2;439.65;cartago;;;;;;;;;;;
virtual;25;6;127.85;san jose;;;;;;;;;;;
fisica;43;8;1618.7;puntarenas;;;;;;;;;;;
fisica;35;5;69.78;cartago;;;;;;;;;;;
fisica;57;2;463.91;cartago;;;;;;;;;;;
fisica;77;4;174.13;cartago;;;;;;;;;;;
fisica;33;3;448.21;cartago;;;;;;;;;;;
fisica;54;3;247.16;cartago;;;;;;;;;;;
virtual;49;2;1620.3;san jose;;;;;;;;;;;
virtual;40;8;627.6;san jose;;;;;;;;;;;
virtual;42;2;1538.5;puntarenas;;;;;;;;;;;
fisica;33;5;571.08;limon;;;;;;;;;;;
virtual;45;2;712.71;san jose;;;;;;;;;;;
virtual;49;7;1286.7;puntarenas;;;;;;;;;;;
fisica;51;3;2589.2;limon;;;;;;;;;;;
fisica;80;6;313.91;cartago;;;;;;;;;;;
virtual;25;6;1428.5;puntarenas;;;;;;;;;;;
fisica;21;7;339.29;puntarenas;;;;;;;;;;;
virtual;50;7;456.19;puntarenas;;;;;;;;;;;
fisica;31;3;103.6;cartago;;;;;;;;;;;
fisica;51;3;275.81;cartago;;;;;;;;;;;
virtual;26;8;208.72;limon;;;;;;;;;;;
fisica;25;6;496.46;puntarenas;;;;;;;;;;;
virtual;46;1;1448;puntarenas;;;;;;;;;;;
virtual;68;7;642.1;san jose;;;;;;;;;;;
virtual;35;3;699.78;limon;;;;;;;;;;;
virtual;52;7;953.56;limon;;;;;;;;;;;
fisica;30;7;262.22;cartago;;;;;;;;;;;
fisica;21;8;126.48;puntarenas;;;;;;;;;;;
virtual;45;3;1023.1;san jose;;;;;;;;;;;
fisica;28;2;1971.5;puntarenas;;;;;;;;;;;
fisica;67;6;366.2;cartago;;;;;;;;;;;
virtual;48;1;168.64;limon;;;;;;;;;;;
fisica;31;7;2417.5;puntarenas;;;;;;;;;;;
fisica;37;7;254.39;cartago;;;;;;;;;;;
fisica;36;2;63.61;cartago;;;;;;;;;;;
virtual;28;5;951.43;limon;;;;;;;;;;;
fisica;42;5;984.12;puntarenas;;;;;;;;;;;
virtual;37;8;703.9;puntarenas;;;;;;;;;;;
fisica;56;6;330.79;cartago;;;;;;;;;;;
fisica;48;2;2448.9;puntarenas;;;;;;;;;;;
virtual;35;6;223.76;san jose;;;;;;;;;;;
fisica;59;2;1998;puntarenas;;;;;;;;;;;
virtual;69;2;506.71;san jose;;;;;;;;;;;
fisica;33;7;622.81;puntarenas;;;;;;;;;;;
virtual;48;3;594.61;san jose;;;;;;;;;;;
virtual;63;6;789.48;san jose;;;;;;;;;;;
fisica;53;3;2473;limon;;;;;;;;;;;
fisica;64;3;57.59;cartago;;;;;;;;;;;
fisica;80;6;205.46;cartago;;;;;;;;;;;
virtual;63;7;639.21;san jose;;;;;;;;;;;
fisica;51;4;12.44;cartago;;;;;;;;;;;
fisica;73;4;287.8;cartago;;;;;;;;;;;
virtual;68;2;742.78;limon;;;;;;;;;;;
fisica;64;5;274.95;cartago;;;;;;;;;;;
virtual;46;7;927.82;puntarenas;;;;;;;;;;;
virtual;30;4;1142.2;puntarenas;;;;;;;;;;;
virtual;20;2;651.25;puntarenas;;;;;;;;;;;
fisica;38;6;1995.5;limon;;;;;;;;;;;
fisica;50;4;327.21;cartago;;;;;;;;;;;
virtual;47;6;1575.6;san jose;;;;;;;;;;;
fisica;34;6;288.5;cartago;;;;;;;;;;;
fisica;42;2;51.85;san jose;;;;;;;;;;;
virtual;69;6;61.29;san jose;;;;;;;;;;;
fisica;70;8;585.5;san jose;;;;;;;;;;;
fisica;53;3;418.19;puntarenas;;;;;;;;;;;
fisica;60;7;44.98;cartago;;;;;;;;;;;
virtual;72;7;552.21;limon;;;;;;;;;;;
fisica;34;3;1860.7;puntarenas;;;;;;;;;;;
fisica;72;4;290.57;cartago;;;;;;;;;;;
fisica;74;8;42.59;cartago;;;;;;;;;;;
virtual;68;5;163.87;san jose;;;;;;;;;;;
virtual;58;8;252.66;limon;;;;;;;;;;;
virtual;39;3;373.12;limon;;;;;;;;;;;
virtual;62;4;839.96;san jose;;;;;;;;;;;
fisica;20;7;1867.2;limon;;;;;;;;;;;
virtual;41;1;734.97;limon;;;;;;;;;;;
virtual;57;4;222.01;limon;;;;;;;;;;;
virtual;59;3;534.55;san jose;;;;;;;;;;;
virtual;33;7;333.38;puntarenas;;;;;;;;;;;
fisica;63;3;1006.3;puntarenas;;;;;;;;;;;
virtual;25;6;655.85;san jose;;;;;;;;;;;
virtual;31;7;420.43;puntarenas;;;;;;;;;;;
fisica;47;4;39.36;cartago;;;;;;;;;;;
virtual;53;4;1144;san jose;;;;;;;;;;;
fisica;40;5;814.22;san jose;;;;;;;;;;;
virtual;73;6;269.79;limon;;;;;;;;;;;
virtual;35;7;563.16;puntarenas;;;;;;;;;;;
virtual;40;6;255.44;san jose;;;;;;;;;;;
fisica;50;7;327.91;cartago;;;;;;;;;;;
fisica;53;1;318.2;puntarenas;;;;;;;;;;;
fisica;35;6;22.32;cartago;;;;;;;;;;;
fisica;25;5;1450.4;puntarenas;;;;;;;;;;;
virtual;37;2;723.87;limon;;;;;;;;;;;
fisica;46;6;2401.6;puntarenas;;;;;;;;;;;
fisica;35;3;23.02;cartago;;;;;;;;;;;
fisica;38;3;1608.2;limon;;;;;;;;;;;
fisica;54;2;13.99;cartago;;;;;;;;;;;
virtual;31;2;422.67;puntarenas;;;;;;;;;;;
virtual;28;6;1061.1;puntarenas;;;;;;;;;;;
virtual;54;5;898.4;limon;;;;;;;;;;;
fisica;49;4;237.27;cartago;;;;;;;;;;;
virtual;53;5;486.65;limon;;;;;;;;;;;
virtual;43;6;790.76;puntarenas;;;;;;;;;;;
fisica;66;4;211.56;cartago;;;;;;;;;;;
virtual;35;2;1292.1;puntarenas;;;;;;;;;;;
virtual;66;7;252.56;limon;;;;;;;;;;;
virtual;28;5;1586.4;puntarenas;;;;;;;;;;;
virtual;52;8;178.44;limon;;;;;;;;;;;
virtual;43;5;676.68;limon;;;;;;;;;;;
fisica;33;2;1146.7;puntarenas;;;;;;;;;;;
virtual;31;3;680.12;limon;;;;;;;;;;;
fisica;62;3;112.43;cartago;;;;;;;;;;;
fisica;67;7;83.43;cartago;;;;;;;;;;;
virtual;22;7;885.21;san jose;;;;;;;;;;;
fisica;51;6;2942.7;puntarenas;;;;;;;;;;;
fisica;23;4;625.74;limon;;;;;;;;;;;
fisica;61;8;172.9;cartago;;;;;;;;;;;
fisica;22;3;2972.6;puntarenas;;;;;;;;;;;
fisica;46;5;138.58;cartago;;;;;;;;;;;
virtual;45;7;318.93;san jose;;;;;;;;;;;
fisica;51;4;5.94;cartago;;;;;;;;;;;
fisica;43;5;1048.8;limon;;;;;;;;;;;
fisica;45;6;2533.6;limon;;;;;;;;;;;
virtual;51;6;558.71;san jose;;;;;;;;;;;
fisica;38;1;403.25;cartago;;;;;;;;;;;
fisica;35;7;66.25;cartago;;;;;;;;;;;
virtual;36;8;813.28;san jose;;;;;;;;;;;
fisica;30;2;63.24;cartago;;;;;;;;;;;
fisica;49;1;116.12;cartago;;;;;;;;;;;
fisica;21;2;699.47;limon;;;;;;;;;;;
fisica;61;6;100.23;limon;;;;;;;;;;;
virtual;53;4;1597.1;puntarenas;;;;;;;;;;;
virtual;51;8;146.67;limon;;;;;;;;;;;
fisica;43;8;62.18;cartago;;;;;;;;;;;
fisica;21;7;1149.7;limon;;;;;;;;;;;
virtual;34;4;1453.9;puntarenas;;;;;;;;;;;
fisica;75;3;169.83;cartago;;;;;;;;;;;
fisica;52;8;2716.2;puntarenas;;;;;;;;;;;
fisica;40;3;1197.1;puntarenas;;;;;;;;;;;
virtual;36;2;1494;puntarenas;;;;;;;;;;;
fisica;58;7;350.72;cartago;;;;;;;;;;;
virtual;49;3;226.16;san jose;;;;;;;;;;;
fisica;80;6;137.13;cartago;;;;;;;;;;;
virtual;54;2;323.34;san jose;;;;;;;;;;;
virtual;51;5;1095.2;puntarenas;;;;;;;;;;;
virtual;52;3;986.22;puntarenas;;;;;;;;;;;
virtual;37;7;1351.9;puntarenas;;;;;;;;;;;
fisica;55;5;369.14;cartago;;;;;;;;;;;
fisica;70;1;249.01;cartago;;;;;;;;;;;
fisica;35;7;464.68;cartago;;;;;;;;;;;
fisica;56;2;182.7;cartago;;;;;;;;;;;
fisica;59;7;381.99;cartago;;;;;;;;;;;
fisica;53;6;473.21;cartago;;;;;;;;;;;
fisica;81;7;36.61;cartago;;;;;;;;;;;
virtual;42;5;764;limon;;;;;;;;;;;
fisica;78;5;475.56;cartago;;;;;;;;;;;
fisica;33;7;696.39;puntarenas;;;;;;;;;;;
fisica;42;5;265.34;cartago;;;;;;;;;;;
virtual;48;5;1151.8;puntarenas;;;;;;;;;;;
virtual;32;4;995.86;limon;;;;;;;;;;;
virtual;38;3;525.88;puntarenas;;;;;;;;;;;
fisica;56;3;2906.7;puntarenas;;;;;;;;;;;
fisica;31;1;2457.6;limon;;;;;;;;;;;
virtual;32;1;904.48;puntarenas;;;;;;;;;;;
fisica;72;4;208.09;cartago;;;;;;;;;;;
virtual;47;2;485.73;puntarenas;;;;;;;;;;;
virtual;25;4;424.88;san jose;;;;;;;;;;;
virtual;32;6;833.57;san jose;;;;;;;;;;;
virtual;34;7;840.1;puntarenas;;;;;;;;;;;
fisica;48;2;348.43;limon;;;;;;;;;;;
fisica;60;4;1952.6;puntarenas;;;;;;;;;;;
virtual;24;6;430.61;puntarenas;;;;;;;;;;;
fisica;54;6;84.55;cartago;;;;;;;;;;;
fisica;46;7;160.95;cartago;;;;;;;;;;;
fisica;40;2;2273.9;puntarenas;;;;;;;;;;;
fisica;45;2;2522.2;puntarenas;;;;;;;;;;;
virtual;35;1;88.03;puntarenas;;;;;;;;;;;
virtual;27;7;193.47;san jose;;;;;;;;;;;
virtual;50;6;1914;puntarenas;;;;;;;;;;;
virtual;40;2;602.52;limon;;;;;;;;;;;
fisica;29;8;340.99;puntarenas;;;;;;;;;;;
fisica;41;1;392.48;cartago;;;;;;;;;;;
fisica;64;3;390.32;cartago;;;;;;;;;;;
fisica;32;2;440.47;san jose;;;;;;;;;;;
fisica;81;6;219.61;cartago;;;;;;;;;;;
fisica;24;5;2398.5;puntarenas;;;;;;;;;;;
virtual;64;7;723.12;san jose;;;;;;;;;;;
fisica;28;8;306.24;cartago;;;;;;;;;;;
fisica;74;2;473.34;cartago;;;;;;;;;;;
virtual;40;7;705.59;san jose;;;;;;;;;;;
virtual;44;6;894.19;san jose;;;;;;;;;;;
fisica;48;2;92.17;cartago;;;;;;;;;;;
virtual;32;2;259.09;limon;;;;;;;;;;;
virtual;41;4;135.25;san jose;;;;;;;;;;;
fisica;44;6;2559.8;limon;;;;;;;;;;;
virtual;53;3;790.79;san jose;;;;;;;;;;;
fisica;59;3;210.53;cartago;;;;;;;;;;;
fisica;43;7;712.56;puntarenas;;;;;;;;;;;
virtual;71;7;548.78;limon;;;;;;;;;;;
fisica;42;7;245.96;cartago;;;;;;;;;;;
virtual;53;6;474.15;san jose;;;;;;;;;;;
virtual;42;1;386.37;san jose;;;;;;;;;;;
fisica;54;5;2329.9;limon;;;;;;;;;;;
fisica;75;2;483.23;cartago;;;;;;;;;;;
virtual;22;2;803.49;puntarenas;;;;;;;;;;;
fisica;22;6;1175.8;puntarenas;;;;;;;;;;;
virtual;25;2;59.17;puntarenas;;;;;;;;;;;
fisica;55;2;418.91;cartago;;;;;;;;;;;
fisica;26;6;1640.9;puntarenas;;;;;;;;;;;
fisica;21;7;2105.6;puntarenas;;;;;;;;;;;
fisica;33;8;21.37;cartago;;;;;;;;;;;
fisica;46;4;59.12;cartago;;;;;;;;;;;
fisica;80;8;166.97;cartago;;;;;;;;;;;
fisica;25;8;1138.5;puntarenas;;;;;;;;;;;
virtual;42;2;830.14;puntarenas;;;;;;;;;;;
fisica;56;2;1680.9;puntarenas;;;;;;;;;;;
virtual;57;7;932.12;limon;;;;;;;;;;;
virtual;40;8;483.71;san jose;;;;;;;;;;;
fisica;43;7;466.81;puntarenas;;;;;;;;;;;
fisica;52;7;994.07;puntarenas;;;;;;;;;;;
fisica;80;5;418.41;cartago;;;;;;;;;;;
virtual;33;1;130.83;san jose;;;;;;;;;;;
fisica;52;3;1670.3;limon;;;;;;;;;;;
virtual;65;4;260.09;san jose;;;;;;;;;;;
virtual;64;5;331.95;limon;;;;;;;;;;;
fisica;56;5;1540.8;limon;;;;;;;;;;;
fisica;44;3;1514;limon;;;;;;;;;;;
fisica;56;4;2738;puntarenas;;;;;;;;;;;
virtual;52;3;1582.1;puntarenas;;;;;;;;;;;
virtual;70;8;509.58;san jose;;;;;;;;;;;
fisica;58;3;80.43;cartago;;;;;;;;;;;
fisica;20;3;2577.9;puntarenas;;;;;;;;;;;
virtual;23;5;765.51;san jose;;;;;;;;;;;
fisica;25;1;1926;san jose;;;;;;;;;;;
fisica;45;6;239.42;puntarenas;;;;;;;;;;;
virtual;40;7;816.55;san jose;;;;;;;;;;;
fisica;72;7;126.45;cartago;;;;;;;;;;;
virtual;51;3;646.22;puntarenas;;;;;;;;;;;
fisica;36;4;2704.8;limon;;;;;;;;;;;
fisica;52;3;132.97;cartago;;;;;;;;;;;
virtual;35;5;1115.3;san jose;;;;;;;;;;;
virtual;21;5;157.89;puntarenas;;;;;;;;;;;
fisica;61;6;32.41;cartago;;;;;;;;;;;
virtual;52;6;893.78;puntarenas;;;;;;;;;;;
fisica;54;4;1746.4;puntarenas;;;;;;;;;;;
fisica;28;6;1697.9;puntarenas;;;;;;;;;;;
fisica;23;6;959.53;limon;;;;;;;;;;;
fisica;36;3;281.99;cartago;;;;;;;;;;;
fisica;20;3;2522.5;puntarenas;;;;;;;;;;;
fisica;39;7;227.89;limon;;;;;;;;;;;
virtual;45;2;941.78;puntarenas;;;;;;;;;;;
virtual;53;1;335.2;limon;;;;;;;;;;;
virtual;36;5;1538.3;san jose;;;;;;;;;;;
fisica;51;1;514.96;puntarenas;;;;;;;;;;;
fisica;45;5;2908.3;puntarenas;;;;;;;;;;;
fisica;58;4;291.11;cartago;;;;;;;;;;;
virtual;19;5;1148.4;san jose;;;;;;;;;;;
virtual;52;3;1591;puntarenas;;;;;;;;;;;
virtual;27;3;1952.2;puntarenas;;;;;;;;;;;
fisica;37;3;2751.9;puntarenas;;;;;;;;;;;
fisica;30;4;533.28;san jose;;;;;;;;;;;
virtual;26;7;433.98;puntarenas;;;;;;;;;;;
virtual;46;3;986.71;limon;;;;;;;;;;;
virtual;20;6;1614.7;puntarenas;;;;;;;;;;;
virtual;41;4;296.49;limon;;;;;;;;;;;
virtual;36;4;1660.7;puntarenas;;;;;;;;;;;
fisica;76;5;453.58;cartago;;;;;;;;;;;
fisica;51;6;2808.9;limon;;;;;;;;;;;
fisica;56;4;121.85;cartago;;;;;;;;;;;
fisica;59;2;392.26;cartago;;;;;;;;;;;
fisica;42;5;2861.3;puntarenas;;;;;;;;;;;
fisica;23;8;1567.4;san jose;;;;;;;;;;;
fisica;29;4;871.29;puntarenas;;;;;;;;;;;
fisica;53;5;751.03;puntarenas;;;;;;;;;;;
fisica;25;4;1407.4;puntarenas;;;;;;;;;;;
virtual;54;3;1007.9;puntarenas;;;;;;;;;;;
virtual;41;8;1670.3;puntarenas;;;;;;;;;;;
fisica;61;4;2282.7;limon;;;;;;;;;;;
fisica;29;7;116.3;cartago;;;;;;;;;;;
virtual;27;3;926.55;limon;;;;;;;;;;;
virtual;49;2;1610.7;puntarenas;;;;;;;;;;;
virtual;25;7;438.42;san jose;;;;;;;;;;;
virtual;50;5;589.02;puntarenas;;;;;;;;;;;
fisica;22;8;1982.2;limon;;;;;;;;;;;
virtual;42;6;864.64;puntarenas;;;;;;;;;;;
fisica;31;6;180.53;cartago;;;;;;;;;;;
fisica;55;3;529.31;limon;;;;;;;;;;;
virtual;32;5;52.56;puntarenas;;;;;;;;;;;
virtual;25;4;82.18;san jose;;;;;;;;;;;
virtual;44;3;927.21;limon;;;;;;;;;;;
fisica;36;5;1304.7;puntarenas;;;;;;;;;;;
fisica;33;7;375.26;cartago;;;;;;;;;;;
fisica;53;4;2911.2;puntarenas;;;;;;;;;;;
fisica;25;6;228.96;limon;;;;;;;;;;;
fisica;39;6;278.84;cartago;;;;;;;;;;;
virtual;25;2;470.46;puntarenas;;;;;;;;;;;
fisica;39;7;581.68;san jose;;;;;;;;;;;
fisica;52;5;301.2;cartago;;;;;;;;;;;
fisica;49;4;491.44;limon;;;;;;;;;;;
virtual;32;8;1410.7;puntarenas;;;;;;;;;;;
